order_item_id,order_id,product_id,quantity,price
247,1139,116,1,296.96
248,1139,115,3,2106.77
249,1139,106,3,5951.62
250,1139,112,1,32150.75
251,1140,114,3,1156.3
252,1140,105,3,1755.15
253,1141,120,3,541.5
254,1141,116,1,708.82
255,1142,110,3,49069.7
256,1142,101,3,1519.49
257,1143,108,3,32297.68
258,1143,107,2,2336.62
259,1144,108,3,14712.65
260,1145,113,2,2345.0
261,1146,114,3,3202.19
262,1147,102,3,2707.64
263,1147,108,2,17359.06
264,1147,107,1,4422.14
265,1148,111,1,57745.95
266,1149,110,3,50327.06
267,1149,106,2,4385.17
268,1149,108,3,20906.2
269,1150,112,1,27069.66
270,1150,102,1,1285.54
271,1151,111,2,14846.1
272,1151,101,3,2846.97
273,1151,109,2,12365.66
274,1151,115,3,2744.49
275,1152,103,1,1388.0
276,1152,109,3,10525.2
277,1153,110,2,22555.17
278,1154,118,3,688.06
279,1155,111,1,18573.07
280,1155,113,2,3182.93
281,1156,106,1,1694.2
282,1156,113,2,1293.11
283,1157,116,1,529.18
284,1158,107,1,1677.45
285,1158,115,1,3810.65
286,1159,114,3,3904.63
287,1160,106,2,5843.63
288,1161,108,2,22853.41
289,1161,111,3,13188.3
290,1161,113,3,965.73
291,1161,109,3,3074.59
292,1162,110,3,5545.78
293,1163,110,1,16281.88
294,1164,120,2,607.57
295,1165,112,3,38833.55
296,1165,118,1,264.84
297,1166,102,3,2161.43
298,1166,119,2,876.77
299,1167,109,1,31374.56
300,1168,113,2,3157.67
301,1169,116,1,271.87
302,1169,104,3,768.36
303,1169,110,2,21569.4
304,1169,114,1,2228.12
305,1170,110,1,48895.88
306,1171,106,3,1872.27
307,1171,108,1,20862.89
308,1172,106,2,1145.96
309,1172,114,3,3567.46
310,1173,107,3,5043.65
311,1173,109,1,35274.85
312,1174,115,1,1270.71
313,1175,120,3,279.96
314,1175,113,2,3428.42
315,1176,119,2,282.5
316,1176,103,2,704.07
317,1176,105,2,4467.18
318,1177,114,2,2651.36
319,1177,106,3,5595.8
320,1178,105,1,2572.9
321,1179,116,3,680.71
322,1179,105,2,3045.67
323,1179,107,2,3078.15
324,1179,113,2,2108.19
325,1180,109,1,32950.1
326,1181,104,1,1096.51
327,1181,119,3,776.3
328,1182,115,1,3962.17
329,1182,118,1,922.79
330,1183,112,1,27185.59
331,1184,119,3,445.44
332,1185,107,1,3850.37
333,1185,120,3,396.76
334,1186,109,3,59151.07
335,1187,109,1,10055.24
336,1187,105,2,5142.41
337,1187,119,3,474.89
338,1188,103,3,2465.96
339,1189,112,2,20646.42
340,1189,115,1,3514.96
341,1190,112,3,24766.38
342,1190,103,2,2544.6
343,1191,119,1,596.3
344,1192,115,1,759.68
345,1193,114,1,3535.37
346,1193,107,2,1466.7
347,1193,105,2,2251.95
348,1193,110,2,40373.77
349,1194,108,3,6835.15
350,1194,114,1,304.02
351,1195,115,1,2873.71
352,1195,101,1,2969.2
353,1196,103,3,2495.49
354,1197,105,3,5964.7
355,1198,106,2,4612.16
356,1198,115,3,3068.59
357,1199,103,1,1932.89
358,1199,104,2,1313.99
359,1199,105,2,2572.52
360,1200,120,3,704.83
361,1201,110,3,31307.07
362,1201,107,3,2958.76
363,1201,117,3,207.3
364,1202,108,2,38827.82
365,1203,111,2,33461.84
366,1203,105,1,4813.63
367,1203,113,1,361.75
368,1203,114,1,351.04
369,1204,117,2,886.9
370,1204,114,1,2669.99
371,1205,117,1,1173.03
372,1206,114,3,3827.68
373,1207,120,3,238.52
374,1208,105,3,1056.75
375,1209,109,2,8925.44
376,1209,106,2,4664.68
377,1210,109,2,43170.91
378,1210,117,3,808.91
379,1210,103,2,1583.51
380,1211,109,1,53814.7
381,1212,101,1,519.55
382,1213,102,1,1236.69
383,1213,118,2,1111.65
384,1213,114,2,1303.65
385,1214,102,1,2491.28
386,1214,106,1,5770.4
387,1215,110,1,33855.85
388,1215,111,1,23081.78
389,1216,119,2,898.45
390,1217,108,1,56045.26
391,1217,105,1,2164.99
392,1218,101,1,1777.52
393,1218,113,1,1853.32
394,1218,110,1,58394.72
395,1218,104,1,2250.3
396,1219,112,2,58511.46
397,1220,113,3,2400.94
398,1220,103,2,2122.35
399,1221,113,2,1306.24
400,1221,111,1,56697.95
401,1221,119,1,745.96
402,1222,111,2,8563.1
403,1223,109,1,6789.62
404,1224,111,1,6835.95
405,1225,110,2,49475.24
406,1226,118,1,635.15
407,1226,108,1,8605.02
408,1227,113,2,2839.26
409,1228,103,1,2746.49
410,1228,101,2,2504.18
411,1228,120,1,833.55
412,1229,102,3,1427.0
413,1229,106,1,2913.65
414,1229,114,2,939.39
415,1230,105,1,4070.53
416,1231,118,2,214.03
417,1232,117,3,1193.79
418,1232,108,3,47998.51
419,1233,116,2,1108.31
420,1234,120,1,220.51
421,1235,119,1,270.09
422,1235,108,3,15607.44
423,1236,108,2,22256.07
424,1236,119,1,323.27
425,1237,101,3,2865.76
426,1237,112,2,33214.29
427,1237,105,1,3452.18
428,1238,116,1,498.32
429,1239,111,1,10141.15
430,1239,102,3,2784.78
431,1240,112,2,20372.29
432,1240,113,1,3009.7
433,1240,104,2,2458.79
434,1240,111,2,39477.05
435,1241,119,1,464.87
436,1242,119,3,222.67
437,1242,113,3,1477.4
438,1243,105,1,2734.05
439,1243,111,2,11321.41
440,1243,103,1,2536.32
441,1244,109,1,16098.14
442,1245,102,2,2304.72
443,1245,113,1,3572.84
444,1246,116,3,833.52
445,1247,102,1,1228.66
446,1247,110,1,5840.72
447,1248,103,3,2961.72
448,1248,111,2,42713.52
449,1249,104,2,934.43
450,1250,110,2,15396.57
451,1251,112,1,26514.95
452,1252,101,1,844.16
453,1253,113,2,2109.66
454,1254,112,2,23110.0
455,1255,109,3,5105.9
456,1256,118,3,388.89
457,1256,114,1,3410.95
458,1257,116,1,650.08
459,1257,119,1,476.36
460,1258,120,2,321.02
461,1258,105,1,5860.82
462,1258,104,1,728.08
463,1259,105,3,2289.43
464,1260,118,2,729.66
465,1261,120,3,747.18
466,1261,119,1,490.11
467,1262,119,3,816.1
468,1262,104,2,1086.76
469,1262,110,3,29906.71
470,1263,120,3,676.57
471,1264,102,2,2732.28
472,1264,116,1,504.76
473,1265,104,2,2932.97
474,1265,108,2,46780.81
475,1265,105,2,2347.1
476,1266,114,3,2092.5
477,1267,106,2,4547.85
478,1267,103,2,752.69
479,1268,107,1,2247.45
480,1269,115,3,1768.69
481,1270,120,2,324.31
482,1271,109,3,50105.91
483,1272,119,1,799.98
484,1273,117,3,159.34
485,1273,101,1,2083.17
486,1274,110,2,53885.75
487,1274,109,2,28351.38
488,1275,113,1,2192.6
489,1275,119,3,876.54
490,1275,104,2,1859.79
491,1276,111,2,38974.79
492,1277,117,1,1094.67
493,1278,105,3,3486.86
494,1278,101,2,1074.51
495,1279,119,2,708.58
496,1279,107,1,4431.59
497,1280,106,1,2468.92
498,1280,118,2,284.34
499,1281,111,2,14564.68
500,1281,103,2,1493.23
501,1281,108,2,23243.42
502,1282,119,3,861.01
503,1283,113,3,1403.92
504,1284,111,2,51950.05
505,1284,114,1,3182.08
506,1284,115,2,1530.73
507,1284,105,1,2567.07
508,1285,106,1,3447.89
509,1285,119,1,290.58
510,1286,113,3,1680.48
511,1286,101,1,2719.22
512,1286,102,3,895.5
513,1286,107,3,1020.62
514,1287,104,2,1708.67
515,1288,110,2,44078.17
516,1289,116,2,937.62
517,1290,108,3,59115.45
518,1291,112,3,39556.61
519,1292,120,3,896.28
520,1292,102,3,681.09
521,1293,113,1,2324.94
522,1294,104,3,1752.8
523,1295,104,2,696.43
524,1295,117,1,672.63
525,1295,120,3,339.82
526,1296,114,2,893.38
527,1297,101,1,2146.25
528,1298,103,3,595.13
529,1299,110,2,28660.23
530,1300,112,3,8280.21
531,1300,111,1,2065.83
532,1300,114,1,2754.41
533,1301,109,1,8159.17
534,1301,103,2,2902.01
535,1301,112,2,50388.94
536,1301,111,3,51264.29
537,1302,102,1,669.65
538,1303,113,2,2562.03
539,1304,116,1,1081.97
540,1305,117,3,755.48
541,1306,120,2,663.2
542,1306,104,1,1653.02
543,1307,118,3,1131.09
544,1307,102,3,2607.0
545,1307,101,2,2660.48
546,1308,109,1,31155.37
547,1309,115,3,1957.96
548,1310,101,1,1848.54
549,1310,104,1,2547.36
550,1310,113,3,3863.73
551,1310,114,3,1427.01
552,1311,112,2,34268.82
553,1311,102,3,1959.87
554,1311,108,3,39944.28
555,1311,115,3,1974.37
556,1312,110,3,32036.13
557,1313,114,1,1240.87
558,1314,107,3,2689.67
559,1315,115,3,2480.47
560,1315,120,3,294.25
561,1316,114,2,3720.17
562,1316,119,1,684.27
563,1317,120,3,817.89
564,1318,111,2,27991.47
565,1319,118,2,897.47
566,1320,110,3,21699.67
567,1321,111,2,34393.39
568,1321,104,3,1883.66
569,1322,114,1,2234.1
570,1323,106,2,4416.95
571,1324,118,1,526.62
572,1325,118,1,686.47
573,1325,113,3,1364.26
574,1326,111,3,4647.43
575,1327,112,3,36798.14
576,1327,119,3,875.0
577,1327,118,2,621.26
578,1328,104,1,1514.12
579,1328,113,3,1277.69
580,1329,105,1,1768.52
581,1330,119,3,450.66
582,1331,117,2,720.23
583,1331,103,2,639.06
584,1331,120,1,818.38
585,1331,106,3,2659.42
586,1332,118,3,159.24
587,1333,111,2,33103.88
588,1333,113,2,391.41
589,1333,104,3,2537.48
590,1333,119,2,560.02
591,1334,107,1,5741.06
592,1334,111,1,58340.28
593,1334,117,3,709.87
594,1335,114,3,3366.37
595,1335,104,3,2415.54
596,1335,107,3,5083.77
597,1336,111,1,6619.97
598,1337,108,2,24199.91
599,1337,109,3,25160.21
600,1338,120,3,609.93
601,1338,103,3,2605.45
602,1339,110,2,46268.54
603,1339,103,2,1391.68
604,1340,105,3,2474.89
605,1340,113,3,833.08
606,1341,101,1,508.61
607,1341,118,3,776.49
608,1341,119,3,583.27
609,1341,105,1,2523.46
610,1342,117,1,319.0
611,1343,119,1,795.97
612,1344,103,3,575.14
613,1344,110,1,13048.93
614,1345,108,1,18180.52
615,1346,120,3,413.97
616,1347,114,2,1210.85
617,1347,106,1,4561.0
618,1347,101,3,1533.92
619,1348,115,2,2101.79
620,1348,120,1,323.04
621,1348,112,3,6295.46
622,1349,103,3,596.04
623,1350,119,1,586.12
624,1350,113,3,3607.75
625,1350,107,3,3360.52
626,1351,119,2,550.79
627,1351,110,1,24711.93
628,1351,105,3,1052.96
629,1352,105,1,1895.73
630,1352,115,3,2739.83
631,1353,102,1,563.44
632,1353,108,2,15190.09
633,1353,116,3,367.11
634,1354,102,1,2229.71
635,1354,120,3,643.5
636,1354,111,2,50340.03
637,1355,113,2,2474.41
638,1356,108,3,25241.77
639,1357,101,2,830.58
640,1357,117,1,690.27
641,1357,105,2,2057.59
642,1358,114,3,719.35
643,1358,111,3,29510.66
644,1359,102,1,1891.06
645,1360,105,2,5612.23
646,1360,102,3,2891.42
647,1360,106,3,5846.22
648,1361,107,2,1852.83
649,1361,115,2,2523.1
650,1361,116,3,1011.48
651,1362,111,2,36397.2
652,1363,107,3,5297.96
653,1364,106,3,3999.07
654,1364,116,3,678.5
655,1365,118,3,591.72
656,1365,101,1,2213.87
657,1365,114,2,1149.1
658,1366,119,1,497.84
659,1367,118,2,420.7
660,1368,104,1,1375.08
661,1368,117,1,872.16
662,1369,119,2,382.91
663,1370,113,1,1669.79
664,1370,107,3,3418.8
665,1370,114,2,2437.31
666,1370,116,3,568.04
667,1371,115,1,1093.5
668,1371,106,2,4930.41
669,1372,101,1,2540.46
670,1373,108,2,6182.32
671,1374,117,3,1161.71
672,1374,110,1,56824.38
673,1375,117,2,354.48
674,1376,102,1,2103.05
675,1376,112,1,6580.3
676,1377,107,3,1076.83
677,1378,118,3,515.5
678,1379,113,3,317.21
679,1380,111,3,57467.5
680,1380,104,3,2514.18
681,1381,108,2,41373.29
682,1381,111,3,51928.36
683,1382,108,2,25626.92
684,1382,120,2,561.55
685,1383,113,3,3070.52
686,1384,112,1,53817.5
687,1385,107,1,4677.15
688,1386,120,1,283.91
689,1386,112,1,41035.01
690,1386,105,3,3463.32
691,1387,112,3,52322.98
692,1387,111,2,12198.0
693,1387,116,3,444.28
694,1388,114,3,420.48
695,1388,116,2,563.4
696,1389,115,3,331.15
697,1389,111,3,13829.01
698,1390,109,1,17260.38
699,1391,107,2,4503.56
700,1392,119,1,885.49
701,1393,118,1,303.14
702,1393,114,3,853.33
703,1393,113,1,953.45
704,1394,111,2,16181.98
705,1394,116,3,200.09
706,1395,116,3,501.39
707,1395,104,2,1336.8
708,1395,115,3,3747.82
709,1396,120,1,603.8
710,1397,117,2,963.48
711,1398,105,1,4202.9
712,1399,103,2,993.37
713,1399,120,2,657.11
714,1399,106,3,2337.36
715,1400,112,3,57983.27
716,1400,119,2,317.12
717,1401,103,1,1432.32
718,1401,107,1,1318.96
719,1402,117,1,425.57
720,1402,103,1,619.21
721,1403,110,2,38149.12
722,1404,112,2,52058.11
723,1405,105,1,3954.15
724,1405,118,2,812.6
725,1406,118,2,655.73
726,1406,110,1,48575.4
727,1407,101,1,1760.62
728,1408,101,3,2797.43
729,1409,110,1,33570.41
730,1409,108,1,25586.55
731,1410,113,1,1273.03
732,1410,120,2,637.73
733,1411,118,2,583.55
734,1412,115,3,1975.24
735,1413,102,3,457.54
736,1414,101,1,791.78
737,1414,108,2,14205.5
738,1415,115,1,507.34
739,1415,102,2,585.6
740,1415,111,2,12123.82
741,1415,103,2,2524.85
742,1416,115,1,3029.19
743,1417,107,2,4407.21
744,1417,116,2,1133.03
745,1418,109,3,18980.57
746,1418,116,2,1081.9
747,1419,114,2,355.75
748,1420,101,3,2437.04
749,1420,102,2,2189.86
750,1421,103,3,2008.48
751,1422,105,3,3681.77
752,1423,112,3,23599.48
753,1423,115,3,798.51
754,1423,107,1,3426.51
755,1423,101,2,1853.46
756,1424,111,2,52258.22
757,1424,115,3,3683.55
758,1425,109,3,22976.09
759,1426,101,3,1020.85
760,1426,112,3,5205.49
761,1427,116,1,793.69
762,1427,118,2,580.29
763,1428,105,1,5367.46
764,1429,113,3,2112.67
765,1430,120,3,249.61
766,1431,103,2,1850.85
767,1431,115,2,3341.5
768,1431,102,3,551.58
769,1432,103,1,663.19
770,1432,107,1,3658.31
771,1432,117,1,352.78
772,1433,118,3,260.79
773,1433,114,3,2433.29
774,1434,106,2,3523.46
775,1434,120,3,310.72
776,1434,118,3,615.16
777,1435,114,3,1190.67
778,1435,120,3,349.75
779,1435,111,3,55679.59
780,1436,101,3,751.22
781,1436,102,2,417.08
782,1436,110,1,14067.13
783,1436,120,2,215.19
784,1437,117,1,189.62
785,1437,118,2,313.91
786,1437,105,2,2835.41
787,1438,113,3,3696.16
788,1439,119,1,616.66
789,1440,102,2,1304.62
790,1441,108,1,19329.83
791,1441,101,1,1230.22
792,1441,113,3,853.45
793,1442,113,3,2428.44
794,1442,115,1,1121.72
795,1443,116,3,932.58
796,1444,105,2,3796.48
797,1444,120,2,476.72
798,1445,103,2,2419.61
799,1446,114,2,1651.49
800,1447,106,3,5107.92
801,1447,112,2,37956.16
802,1448,112,1,45827.43
803,1449,120,1,808.13
804,1450,116,1,498.47
805,1451,109,2,37947.96
806,1451,118,1,879.82
807,1452,106,1,2420.07
808,1453,101,1,1410.48
809,1454,101,1,2947.46
810,1454,110,3,58631.8
811,1454,113,1,3644.33
812,1455,117,2,738.72
813,1456,116,2,931.61
814,1457,108,2,48995.73
815,1457,117,3,420.56
816,1458,109,2,53984.76
817,1458,108,3,9529.75
818,1458,105,3,2911.04
819,1459,119,1,498.53
820,1460,107,3,3706.77
821,1460,105,1,5312.94
822,1461,114,2,550.91
823,1461,105,3,5743.01
824,1461,106,1,1920.68
825,1462,114,2,1939.12
826,1462,120,3,853.28
827,1463,101,3,2004.06
828,1464,101,2,606.64
829,1465,112,2,30249.57
830,1465,106,1,1818.93
831,1466,114,1,544.7
832,1466,108,2,52227.05
833,1466,107,2,4439.31
834,1467,102,3,2311.86
835,1468,102,1,1574.18
836,1468,117,1,1071.67
837,1469,117,1,455.74
838,1469,102,2,2699.43
839,1470,120,1,682.97
840,1471,117,1,338.76
841,1472,114,2,1968.28
842,1473,103,3,2086.3
843,1473,109,3,48094.44
844,1473,111,3,44395.85
845,1474,113,3,3226.95
846,1475,102,2,1870.28
847,1475,106,3,5313.36
848,1476,110,3,46464.88
849,1477,107,1,3293.21
850,1477,101,2,1813.1
851,1477,109,1,37067.06
852,1478,115,1,2524.5
853,1479,118,1,344.08
854,1479,107,1,4266.38
855,1480,103,1,683.11
856,1481,120,3,324.19
857,1481,119,2,724.53
858,1482,113,1,3106.24
859,1483,109,2,32332.58
860,1484,117,1,657.85
861,1485,111,2,32235.39
862,1486,116,3,813.45
863,1486,117,2,998.38
864,1487,101,3,2471.5
865,1487,104,3,2604.98
866,1487,120,3,899.29
867,1487,115,2,468.32
868,1488,107,3,2408.13
869,1489,101,3,1266.54
870,1489,104,2,2283.43
871,1490,111,3,29527.83
872,1491,115,3,3614.94
873,1492,110,3,32849.3
874,1492,119,1,604.18
875,1492,111,2,48272.82
876,1493,101,2,2957.41
877,1494,104,2,2233.69
878,1495,108,2,27936.52
879,1496,112,1,47000.74
880,1497,117,1,507.12
881,1497,105,2,4662.21
882,1498,104,3,2981.07
883,1498,117,1,910.8
884,1499,110,1,41692.56
885,1500,104,1,1901.66
886,1500,117,2,820.79
887,1500,110,1,20271.5
888,1501,104,1,809.49
889,1501,109,1,2392.52
890,1502,118,2,298.63
891,1502,111,3,48534.17
892,1503,111,2,4467.48
893,1503,118,1,644.27
894,1504,113,1,2907.31
895,1505,110,1,43204.57
896,1505,111,3,48844.04
897,1506,103,1,1584.52
898,1506,115,3,2684.35
899,1507,120,2,839.0
900,1508,111,2,3270.45
901,1508,115,2,717.68
902,1509,120,1,555.56
903,1509,119,2,772.29
904,1510,118,2,770.06
905,1510,115,1,2597.24
906,1511,107,3,3954.85
907,1512,108,3,40671.9
908,1512,106,3,5654.32
909,1513,104,2,858.05
910,1514,120,2,546.01
911,1514,113,3,527.48
912,1515,105,3,2457.52
913,1515,115,3,2438.35
914,1516,110,2,43490.79
915,1517,117,1,1045.13
916,1517,113,1,1666.12
917,1518,110,1,15261.61
918,1519,113,2,2316.94
919,1519,120,3,321.39
920,1520,105,1,1058.01
921,1520,110,3,2418.91
922,1520,120,3,819.42
923,1521,114,2,3606.26
924,1522,114,3,3334.26
925,1523,119,3,365.72
926,1523,116,3,432.71
927,1524,119,3,537.07
928,1524,116,3,234.07
929,1524,112,3,44280.65
930,1524,104,2,1608.83
931,1525,103,3,2047.59
932,1526,118,2,688.3
933,1526,101,2,1892.31
934,1526,116,2,592.07
935,1527,120,3,412.85
936,1528,119,3,893.26
937,1528,102,3,2023.22
938,1529,109,2,9253.52
939,1530,120,3,717.28
940,1530,106,3,3233.27
941,1531,117,1,509.99
942,1532,114,3,1928.68
943,1532,113,3,918.95
944,1532,108,3,44460.12
945,1533,115,2,2062.06
946,1534,113,2,1271.71
947,1535,115,3,2826.64
948,1535,113,1,660.25
949,1535,111,3,38789.31
950,1536,109,1,16437.62
951,1537,119,3,436.18
952,1537,107,3,5966.07
953,1538,101,3,670.16
954,1538,114,2,1600.61
955,1538,104,3,1136.57
956,1539,120,3,825.78
957,1540,104,3,737.76
958,1540,103,3,2386.03
959,1541,106,2,4302.39
960,1541,109,1,38868.66
961,1541,110,2,46507.51
962,1542,103,2,2420.48
963,1543,109,1,27273.63
964,1544,116,1,301.07
965,1545,109,1,5619.12
966,1545,104,3,1051.55
967,1545,102,2,448.79
968,1546,113,3,1520.37
969,1546,109,2,35116.45
970,1546,105,3,4538.03
971,1547,103,1,1399.5
972,1547,118,3,1008.88
973,1547,108,2,8590.41
974,1548,113,3,3988.96
975,1548,102,3,635.73
976,1549,110,3,3800.87
977,1549,107,2,4303.67
978,1549,106,2,4479.41
979,1550,115,3,1001.02
980,1551,103,3,2072.86
981,1552,101,2,2448.22
982,1552,102,1,1454.32
983,1552,111,1,48715.57
984,1552,119,3,566.18
985,1553,119,1,847.37
986,1554,120,1,369.88
987,1555,104,3,566.29
988,1555,115,1,722.46
989,1555,106,3,4995.88
990,1556,113,2,746.97
991,1557,107,2,1316.11
992,1557,102,2,767.22
993,1557,106,2,1840.25
994,1558,102,3,1992.35
995,1558,105,1,1078.15
996,1558,104,2,609.88
997,1559,116,3,283.24
998,1560,106,3,4458.37
999,1561,110,2,1767.35
1000,1561,112,1,12726.32
1001,1562,118,2,958.85
1002,1562,117,3,368.51
1003,1562,108,1,12832.56
1004,1563,106,3,5613.37
1005,1564,111,3,48601.49
1006,1565,106,2,3574.52
1007,1565,120,1,826.56
1008,1565,101,3,1556.53
1009,1566,104,2,992.23
1010,1567,108,1,29052.93
1011,1568,120,2,324.64
1012,1569,109,2,8941.89
1013,1569,107,3,3843.33
1014,1570,106,2,2099.27
1015,1571,118,1,582.28
1016,1571,108,3,30118.98
1017,1572,114,3,3528.61
1018,1573,119,2,886.13
