order_id,customer_id,order_date,order_status
1330,92,2025-11-05,Delivered
1331,207,2025-08-14,Delivered
1332,101,2026-06-28,Delivered
1333,168,2025-09-07,Delivered
1334,135,2025-10-31,Delivered
1335,158,2025-08-07,Delivered
1336,27,2025-01-25,Delivered
1337,24,2025-03-14,Cancelled
1338,91,2025-05-02,Delivered
1339,101,2025-10-24,Delivered
1340,211,2025-06-10,Delivered
1341,170,2026-01-18,Returned
1342,196,2025-12-19,Returned
1343,63,2025-07-18,Cancelled
1344,231,2026-04-18,Pending
1345,150,2026-01-01,Pending
1346,26,2026-05-13,Delivered
1347,150,2026-01-09,Delivered
1348,214,2025-12-06,Delivered
1349,79,2026-07-06,Cancelled
1350,10,2025-02-01,Delivered
1351,202,2025-08-17,Delivered
1352,71,2025-06-19,Pending
1353,239,2026-05-11,Delivered
1354,228,2026-04-26,Delivered
1355,75,2025-06-28,Delivered
1356,227,2025-09-15,Delivered
1357,210,2026-05-09,Delivered
1358,53,2025-05-02,Delivered
1359,57,2026-02-25,Delivered
1360,47,2025-02-10,Delivered
1361,164,2025-10-18,Cancelled
1362,53,2025-09-28,Delivered
1363,26,2025-05-16,Delivered
1364,135,2025-06-03,Delivered
1365,37,2025-05-14,Delivered
1366,208,2026-01-26,Cancelled
1367,73,2025-03-27,Delivered
1368,4,2025-01-08,Delivered
1369,90,2025-06-08,Delivered
1370,141,2025-10-10,Delivered
1371,43,2025-05-02,Cancelled
1372,208,2025-02-23,Delivered
1373,130,2025-04-01,Delivered
1374,15,2026-02-15,Delivered
1375,211,2026-03-26,Delivered
1376,207,2025-08-26,Delivered
1377,78,2026-02-09,Delivered
1378,177,2026-07-17,Returned
1379,239,2025-07-19,Delivered
1380,51,2025-03-16,Delivered
1381,147,2026-01-22,Delivered
1382,131,2026-01-27,Delivered
1383,5,2025-09-12,Cancelled
1384,98,2025-07-02,Delivered
1385,75,2025-07-14,Returned
1386,225,2025-07-27,Delivered
1387,4,2025-02-13,Cancelled
1388,63,2025-02-25,Delivered
1389,173,2025-05-04,Delivered
1390,150,2025-09-23,Delivered
1391,238,2025-07-08,Delivered
1392,105,2025-10-14,Cancelled
1393,173,2025-10-04,Cancelled
1394,132,2026-06-14,Pending
1395,35,2025-08-09,Delivered
1396,73,2025-05-05,Delivered
1397,166,2025-10-19,Delivered
1398,124,2025-10-21,Delivered
1399,231,2026-02-19,Delivered
1400,165,2026-04-01,Delivered
1401,219,2025-08-29,Delivered
1402,225,2025-01-27,Delivered
1403,231,2025-08-23,Delivered
1404,42,2025-01-30,Cancelled
1405,129,2025-10-06,Cancelled
1406,161,2026-06-21,Delivered
1407,123,2025-09-24,Delivered
1408,200,2025-10-21,Delivered
1409,234,2025-01-10,Delivered
1410,145,2025-06-17,Delivered
1411,138,2025-10-06,Cancelled
1412,218,2025-10-24,Delivered
1413,177,2025-11-25,Delivered
1414,240,2025-05-09,Delivered
1415,120,2026-05-26,Cancelled
1416,213,2025-09-12,Delivered
1417,14,2025-04-07,Delivered
1418,47,2026-07-17,Delivered
1419,222,2025-04-26,Delivered
1420,207,2026-02-10,Delivered
1421,46,2025-09-12,Delivered
1422,231,2025-03-03,Pending
1423,36,2025-11-21,Delivered
1424,142,2025-07-11,Delivered
1425,143,2025-06-08,Delivered
1426,2,2026-01-24,Delivered
1427,239,2025-07-14,Cancelled
1428,91,2025-03-10,Delivered
1429,56,2025-04-12,Delivered
1430,158,2025-02-20,Delivered
1431,231,2026-05-19,Delivered
1432,156,2025-03-14,Delivered
1433,166,2025-07-03,Delivered
1434,169,2026-03-14,Delivered
1435,101,2025-11-29,Delivered
1436,72,2026-04-04,Pending
1437,211,2025-10-10,Delivered
1438,150,2025-11-04,Delivered
1439,193,2026-05-10,Delivered
1440,87,2026-01-26,Delivered
1441,210,2025-05-04,Delivered
1442,134,2025-02-21,Delivered
1443,85,2025-05-16,Delivered
1444,142,2026-02-13,Delivered
1445,147,2026-06-21,Delivered
1446,92,2025-04-02,Returned
1447,54,2025-01-25,Delivered
1448,123,2025-08-28,Returned
1449,218,2025-02-25,Delivered
1450,211,2025-04-24,Delivered
1451,195,2026-07-14,Delivered
1452,168,2026-06-24,Delivered
1453,207,2025-02-24,Delivered
1454,75,2026-01-04,Cancelled
1455,131,2025-04-01,Delivered
1456,179,2026-06-27,Delivered
1457,10,2025-12-30,Delivered
1458,111,2025-01-31,Pending
1459,238,2025-08-21,Delivered
1460,90,2026-04-05,Delivered
1461,90,2026-06-21,Delivered
1462,214,2025-01-31,Delivered
1463,76,2025-04-20,Delivered
1464,155,2025-08-26,Delivered
1465,204,2026-04-26,Delivered
1466,64,2025-01-16,Delivered
1467,222,2026-03-14,Returned
1468,109,2026-07-04,Delivered
1469,72,2025-02-10,Delivered
1470,202,2025-06-20,Delivered
1471,228,2026-04-08,Delivered
1472,150,2026-07-14,Returned
1473,53,2025-07-26,Delivered
1474,33,2026-01-07,Delivered
1475,135,2026-01-23,Returned
1476,48,2025-02-22,Delivered
1477,124,2025-05-01,Delivered
1478,132,2026-05-03,Delivered
1479,4,2025-10-12,Returned
1480,15,2025-11-02,Cancelled
1481,249,2025-10-19,Delivered
1482,101,2025-11-03,Delivered
1483,215,2026-04-28,Delivered
1484,139,2025-03-01,Delivered
1485,173,2025-10-22,Returned
1486,249,2025-05-13,Delivered
1487,226,2025-10-25,Delivered
1488,99,2025-08-06,Cancelled
1489,207,2026-06-03,Delivered
1490,156,2025-06-29,Delivered
1491,130,2025-05-20,Delivered
1492,128,2025-02-27,Cancelled
1493,226,2025-06-02,Delivered
1494,158,2026-02-03,Cancelled
1495,90,2026-02-28,Delivered
1496,234,2025-11-06,Delivered
1497,229,2025-01-26,Delivered
1498,139,2025-05-27,Delivered
1499,128,2026-06-19,Delivered
1500,152,2026-04-24,Delivered
1501,55,2025-11-23,Delivered
1502,158,2025-07-31,Delivered
1503,147,2025-11-15,Delivered
1504,170,2025-02-25,Delivered
1505,227,2026-04-02,Delivered
1506,27,2026-04-22,Returned
1507,202,2025-08-18,Delivered
1508,112,2025-12-05,Delivered
1509,130,2025-10-17,Cancelled
1510,208,2025-03-14,Delivered
1511,142,2026-01-29,Pending
1512,207,2025-12-17,Delivered
1513,147,2026-04-20,Delivered
1514,238,2025-04-22,Delivered
1515,62,2025-01-01,Delivered
1516,55,2025-11-21,Delivered
1517,229,2025-01-09,Pending
1518,142,2026-01-03,Delivered
1519,177,2025-11-22,Delivered
1520,43,2026-01-04,Delivered
1521,167,2025-05-20,Pending
1522,177,2025-07-04,Returned
1523,110,2026-03-11,Delivered
1524,231,2025-02-04,Delivered
1525,27,2025-04-01,Returned
1526,208,2025-02-24,Delivered
1527,238,2025-10-24,Cancelled
1528,207,2026-04-30,Delivered
1529,81,2026-06-02,Delivered
1530,79,2025-01-15,Cancelled
1531,209,2025-08-30,Delivered
1532,29,2025-06-07,Delivered
1533,98,2025-04-29,Delivered
1534,130,2026-06-30,Returned
1535,141,2025-10-23,Delivered
1536,238,2025-10-07,Delivered
1537,150,2025-09-05,Delivered
1538,90,2025-01-09,Delivered
1539,55,2025-04-05,Delivered
1540,61,2025-05-05,Delivered
1541,166,2025-07-09,Cancelled
1542,177,2025-11-28,Delivered
1543,110,2025-03-03,Delivered
1544,132,2026-02-07,Returned
1545,202,2025-04-19,Delivered
1546,132,2025-01-01,Delivered
1547,202,2026-02-18,Delivered
1548,141,2025-12-08,Pending
1549,141,2025-03-24,Pending
1550,227,2026-01-03,Delivered
1551,14,2025-09-02,Delivered
1552,132,2026-04-06,Pending
1553,232,2026-07-04,Cancelled
1554,15,2025-01-20,Delivered
1555,166,2025-02-21,Delivered
1556,63,2026-03-13,Cancelled
1557,172,2025-11-26,Delivered
1558,104,2025-09-07,Delivered
1559,5,2025-10-18,Returned
1560,45,2026-04-07,Delivered
1561,152,2025-04-01,Delivered
1562,247,2026-01-06,Pending
1563,208,2026-05-01,Delivered
1564,24,2025-08-03,Delivered
1565,200,2025-02-23,Delivered
1566,148,2025-11-30,Delivered
1567,69,2025-07-24,Delivered
1568,131,2025-05-29,Returned
1569,105,2025-07-18,Delivered
1570,79,2026-04-22,Delivered
1571,86,2025-06-24,Delivered
1572,249,2026-04-19,Delivered
1573,72,2025-08-16,Delivered
1574,14,2026-05-06,Delivered
1575,42,2025-04-03,Delivered
1576,220,2025-01-25,Delivered
1577,14,2025-10-04,Delivered
1578,226,2025-02-26,Delivered
1579,103,2025-03-10,Delivered
1580,193,2025-08-03,Delivered
1581,78,2025-12-20,Delivered
1582,130,2026-06-30,Delivered
1583,81,2025-04-22,Pending
1584,46,2025-01-24,Delivered
1585,120,2025-01-22,Delivered
1586,66,2025-12-10,Returned
1587,96,2026-06-27,Delivered
1588,105,2025-02-18,Delivered
1589,156,2026-07-03,Delivered
1590,168,2025-09-01,Delivered
1591,73,2025-02-05,Delivered
1592,38,2026-05-27,Delivered
1593,135,2025-10-30,Delivered
1594,208,2026-03-29,Delivered
1595,15,2025-04-30,Delivered
1596,124,2025-02-26,Delivered
1597,28,2025-03-31,Cancelled
1598,104,2025-10-19,Delivered
1599,30,2026-03-31,Delivered
1600,120,2025-05-23,Returned
1601,152,2025-01-07,Delivered
1602,128,2025-05-21,Delivered
1603,16,2025-11-08,Cancelled
1604,2,2026-04-29,Delivered
1605,228,2025-01-30,Delivered
1606,26,2026-05-08,Delivered
1607,147,2025-06-16,Cancelled
1608,24,2025-12-31,Delivered
1609,27,2025-07-07,Delivered
1610,173,2026-01-07,Delivered
1611,6,2026-01-17,Delivered
1612,214,2026-06-23,Cancelled
1613,90,2026-03-29,Delivered
1614,220,2025-08-21,Delivered
1615,120,2025-04-25,Delivered
1616,36,2026-06-10,Cancelled
1617,199,2025-07-30,Cancelled
1618,196,2025-12-23,Delivered
1619,135,2025-01-15,Delivered
1620,189,2026-06-01,Returned
1621,120,2026-02-22,Delivered
1622,139,2026-01-05,Delivered
1623,126,2026-03-31,Delivered
1624,121,2026-05-03,Cancelled
1625,29,2026-02-15,Delivered
1626,152,2025-05-06,Pending
1627,201,2025-10-07,Delivered
1628,135,2026-04-11,Delivered
1629,159,2025-04-12,Delivered
1630,171,2025-04-09,Delivered
1631,135,2026-07-08,Delivered
1632,123,2025-07-01,Delivered
1633,131,2026-05-18,Delivered
1634,111,2026-01-22,Delivered
1635,214,2025-01-28,Delivered
1636,24,2025-08-29,Delivered
1637,50,2025-02-08,Delivered
1638,120,2026-04-26,Delivered
1639,131,2025-07-30,Delivered
1640,156,2026-03-23,Delivered
1641,75,2026-02-16,Delivered
1642,56,2025-11-06,Cancelled
1643,72,2026-07-15,Delivered
1644,222,2025-08-07,Delivered
1645,228,2025-03-03,Returned
1646,86,2025-11-23,Delivered
1647,115,2025-07-16,Delivered
1648,249,2025-02-07,Delivered
1649,207,2026-07-18,Delivered
1650,10,2025-03-27,Cancelled
1651,115,2025-04-03,Delivered
1652,193,2026-06-19,Returned
1653,38,2025-12-04,Cancelled
1654,72,2026-05-18,Delivered
1655,78,2025-05-29,Cancelled
1656,239,2025-02-25,Delivered
1657,102,2025-05-05,Cancelled
1658,230,2025-08-30,Delivered
1659,225,2026-02-21,Delivered
1660,96,2025-04-13,Delivered
1661,177,2025-07-08,Delivered
1662,28,2026-06-13,Delivered
1663,51,2025-12-02,Delivered
1664,234,2025-08-18,Returned
1665,158,2026-04-19,Returned
1666,121,2025-04-02,Delivered
1667,234,2025-09-30,Cancelled
1668,220,2025-10-17,Delivered
1669,243,2026-04-07,Delivered
1670,57,2026-03-10,Delivered
1671,66,2025-02-16,Returned
1672,243,2025-05-16,Delivered
1673,43,2025-02-15,Delivered
1674,90,2025-06-04,Pending
1675,130,2026-04-24,Delivered
1676,249,2026-04-14,Delivered
1677,56,2025-06-22,Delivered
1678,2,2025-07-04,Delivered
1679,170,2025-01-27,Returned
1680,231,2025-11-28,Delivered
1681,167,2025-10-03,Delivered
1682,190,2025-05-13,Delivered
1683,208,2026-07-15,Delivered
1684,198,2025-05-04,Delivered
1685,90,2025-05-15,Delivered
1686,132,2026-05-03,Returned
1687,120,2025-07-10,Delivered
1688,98,2025-08-18,Delivered
1689,129,2026-05-05,Delivered
1690,215,2025-10-30,Delivered
1691,33,2025-09-17,Delivered
1692,8,2026-04-19,Delivered
1693,117,2025-11-18,Delivered
1694,223,2025-07-09,Delivered
1695,36,2025-01-06,Delivered
1696,128,2026-05-14,Delivered
1697,239,2025-11-06,Delivered
1698,210,2025-07-12,Delivered
1699,87,2026-05-01,Delivered
1700,194,2026-05-12,Delivered
1701,86,2026-02-06,Cancelled
1702,179,2026-05-23,Pending
1703,152,2026-05-15,Delivered
1704,147,2025-10-02,Delivered
1705,47,2026-04-26,Delivered
1706,228,2026-04-25,Delivered
1707,238,2026-01-04,Cancelled
1708,42,2026-05-19,Delivered
1709,56,2025-01-19,Delivered
1710,51,2026-05-31,Cancelled
1711,156,2025-08-18,Delivered
1712,202,2025-06-04,Delivered
1713,220,2025-02-12,Delivered
1714,178,2026-05-26,Delivered
1715,56,2025-01-07,Pending
1716,50,2026-03-01,Delivered
1717,140,2025-05-22,Cancelled
1718,5,2025-03-13,Cancelled
1719,48,2025-02-07,Delivered
1720,225,2026-03-06,Pending
1721,90,2025-10-14,Delivered
1722,177,2026-02-19,Returned
1723,195,2026-07-08,Delivered
1724,139,2025-06-13,Delivered
1725,214,2026-03-09,Delivered
1726,193,2025-08-30,Delivered
1727,43,2025-09-11,Delivered
1728,203,2025-05-31,Delivered
1729,124,2026-06-23,Delivered
1730,225,2026-03-10,Delivered
1731,57,2025-06-10,Delivered
1732,104,2025-11-07,Pending
1733,152,2025-11-09,Delivered
1734,147,2025-12-12,Delivered
1735,168,2025-11-30,Delivered
1736,111,2025-12-14,Returned
1737,147,2025-11-13,Cancelled
1738,199,2026-06-19,Pending
1739,38,2025-07-04,Returned
1740,53,2026-06-25,Delivered
1741,35,2025-05-28,Delivered
1742,115,2025-11-30,Delivered
1743,91,2025-11-28,Delivered
1744,197,2026-05-20,Delivered
1745,115,2026-02-22,Delivered
1746,201,2025-05-09,Delivered
1747,161,2025-05-26,Delivered
1748,120,2026-04-08,Returned
1749,240,2026-05-09,Delivered
1750,100,2026-06-07,Delivered
1751,26,2025-05-06,Delivered
1752,245,2025-10-07,Delivered
1753,238,2025-05-17,Delivered
1754,145,2026-05-16,Delivered
1755,214,2025-05-07,Delivered
1756,53,2025-01-09,Delivered
1757,63,2025-10-15,Delivered
1758,182,2026-05-21,Delivered
1759,55,2025-06-29,Delivered
1760,73,2025-08-22,Delivered
1761,2,2025-02-23,Delivered
1762,16,2025-02-18,Delivered
1763,4,2025-03-25,Delivered
1764,158,2026-03-19,Delivered
1765,139,2025-03-16,Delivered
1766,243,2026-01-22,Returned
1767,208,2026-03-19,Delivered
1768,215,2026-02-25,Delivered
1769,125,2026-03-15,Delivered
1770,36,2025-03-11,Delivered
1771,131,2025-07-10,Delivered
1772,150,2026-01-02,Delivered
1773,90,2026-01-13,Delivered
1774,56,2025-07-13,Delivered
1775,120,2026-04-11,Delivered
1776,131,2025-12-06,Delivered
1777,143,2026-03-27,Delivered
1778,14,2025-06-28,Delivered
1779,215,2025-07-20,Delivered
1780,170,2025-04-24,Delivered
1781,104,2025-06-25,Delivered
1782,177,2026-03-16,Delivered
1783,226,2025-03-25,Delivered
1784,105,2025-07-03,Delivered
1785,179,2025-10-02,Delivered
1786,66,2026-03-12,Delivered
1787,100,2026-04-22,Delivered
1788,132,2025-01-26,Delivered
1789,101,2026-05-29,Delivered
1790,142,2025-12-04,Delivered
1791,249,2026-07-11,Pending
1792,5,2025-06-02,Delivered
1793,128,2025-11-17,Cancelled
1794,41,2025-01-10,Returned
1795,121,2026-07-05,Delivered
1796,14,2025-12-05,Delivered
1797,26,2026-05-02,Delivered
1798,89,2025-07-01,Delivered
1799,56,2026-01-31,Returned
1800,26,2026-06-15,Delivered
1801,249,2026-03-05,Delivered
1802,222,2025-07-30,Delivered
1803,232,2026-05-30,Delivered
1804,211,2025-09-10,Delivered
1805,81,2026-04-13,Returned
1806,210,2025-09-13,Delivered
1807,110,2025-04-08,Delivered
1808,47,2026-07-05,Returned
1809,228,2026-02-26,Returned
1810,12,2026-04-18,Delivered
1811,5,2025-05-20,Delivered
1812,28,2026-03-25,Delivered
1813,10,2025-10-29,Delivered
1814,201,2025-06-07,Delivered
1815,227,2026-03-29,Delivered
1816,3,2025-07-26,Delivered
1817,171,2025-04-09,Delivered
1818,92,2025-08-01,Delivered
1819,91,2026-04-15,Delivered
1820,16,2026-02-25,Returned
1821,36,2025-06-25,Delivered
1822,160,2025-05-17,Delivered
